Timestamp,Generated Query
2026-06-12 00:09:36,high entropy nanomaterial DEFC methanol oxidation reaction
2026-06-12 00:09:36,high entropy nanoparticle alkaline fuel cell catalyst
2026-06-12 00:09:36,Pt Ni multicomponent alloy MOR fuel cell
2026-06-12 00:09:36,PtPdRuNiCo carbon supported ammonia oxidation reaction fuel cell
2026-06-12 00:09:36,Ir based MPEA AOR fuel cell
2026-06-12 00:09:36,multi principal element alloy DFAFC catalyst
2026-06-12 00:11:38,Pd Ru Rh Ir Pt carbon supported fuel oxidation reaction fuel cell
2026-06-12 00:11:38,compositionally complex alloy DFAFC
2026-06-12 00:11:38,Ir based high entropy alloys fuel cell
2026-06-12 00:11:38,high entropy intermetallic Pt based ORR fuel cell
2026-06-12 00:11:38,multimetallic alloy direct ethanol fuel cell alkaline oxygen reduction
2026-06-12 00:11:38,high entropy intermetallic Pt based HOR fuel cell
2026-06-12 00:11:38,Pd Pt Ni Co Cu ORR stability fuel cell
2026-06-12 00:11:38,multi-principal element alloy ORR half-wave potential fuel cell
2026-06-12 00:21:07,high-entropy nanoparticle anion exchange membrane fuel cell stability
2026-06-12 00:21:07,PtPdNiCoFe high entropy alloy formic acid oxidation reaction fuel cell
2026-06-12 00:21:07,PtPdRuNiCo carbon supported acidic ORR fuel cell
2026-06-12 00:21:07,Pt Ru Fe Co Ni HOR electrocatalyst fuel cell
2026-06-12 00:21:07,high entropy electrocatalyst ORR half-wave potential fuel cell
2026-06-12 00:21:07,Ru based high entropy nanoparticle ORR fuel cell
2026-06-12 00:21:07,high entropy electrocatalyst anion exchange membrane fuel cell catalyst
2026-06-12 00:21:07,MPEA alcohol oxidation reaction fuel cell
2026-06-12 00:22:39,high entropy nanoparticle fuel cell MEA performance
2026-06-12 00:22:39,multimetallic alloy ammonia oxidation reaction electrocatalyst fuel cell
2026-06-12 00:22:39,high-entropy nanoparticle membrane electrode assembly catalyst
2026-06-12 00:22:39,multimetallic alloy Pt based EOR fuel cell
2026-06-12 00:22:39,PdRuRhIrPt high entropy alloy HOR fuel cell
2026-06-12 00:22:39,PtIrRuRhPd AOR fuel cell
2026-06-12 00:22:39,multi principal element alloy anion exchange membrane fuel cell AOR
2026-06-12 00:22:39,medium-entropy alloy fuel cell ECSA
2026-06-12 00:23:31,Rh Cr MPEA AOR fuel cell
2026-06-12 00:23:31,multi-principal element alloy fuel cell half wave potential
2026-06-12 00:23:31,high-entropy alloy nanosheet hydrogen oxidation reaction fuel cell
2026-06-12 00:23:31,PtPdRuNiCo acidic oxygen reduction fuel cell
2026-06-12 00:23:31,PtRuFeCoNi ORR stability fuel cell
2026-06-12 00:23:31,high entropy intermetallic oxygen reduction reaction fuel cell
2026-06-12 00:23:31,high entropy alloys fuel cell specific activity
2026-06-12 00:23:31,Pt Ir Ru Rh Pd fuel cell MEA performance
2026-06-12 00:24:56,multi-principal element alloy alcohol oxidation reaction electrocatalyst fuel cell
2026-06-12 00:24:56,high-entropy alloy fuel oxidation reaction electrocatalyst fuel cell
2026-06-12 00:24:56,high entropy electrocatalyst AEMFC fuel oxidation reaction
2026-06-12 00:24:56,high entropy alloys carbon nanotube supported methanol oxidation reaction fuel cell
2026-06-12 00:24:56,Pt-Pd-Ni-Co-Fe alkaline ORR electrocatalyst fuel cell
2026-06-12 00:24:56,Pt Pd Au Ag Cu fuel cell cell voltage
2026-06-12 00:24:56,Ir Ru Rh Pt Pd EOR fuel cell
2026-06-12 00:24:56,MPEA ORR ECSA fuel cell
2026-06-12 00:26:45,high entropy nanomaterial polymer electrolyte membrane fuel cell half-wave potential
2026-06-12 00:26:45,multi principal element alloy nanoparticles oxygen reduction reaction fuel cell
2026-06-12 00:26:45,Pt-Pd-Ru-Rh-Ir high entropy alloy HOR fuel cell
2026-06-12 00:26:45,high-entropy nanoparticle nanocrystal ORR fuel cell
2026-06-12 00:26:45,high-entropy alloy Pt based alcohol oxidation reaction fuel cell
2026-06-12 00:26:45,high-entropy nanoparticle acidic oxygen reduction electrocatalyst fuel cell
2026-06-12 00:26:45,high entropy nanomaterial ORR ADT fuel cell
2026-06-12 00:26:45,Pd Sn high-entropy nanoparticle HOR fuel cell
2026-06-12 00:30:01,Pt-Ni-Co-Fe-Cu formic acid oxidation reaction fuel cell
2026-06-12 00:30:01,PtPdCoNiCu high entropy alloy oxygen reduction reaction fuel cell
2026-06-12 00:30:01,Pd Ru Rh Ir Pt high entropy alloy alkaline oxygen reduction fuel cell
2026-06-12 00:30:01,Ir Mn high-entropy nanoparticle oxygen reduction reaction fuel cell
2026-06-12 00:30:01,PtPdCoNiCu ORR ECSA fuel cell
2026-06-12 00:30:01,PtPdCoNiCu accelerated stress test electrocatalyst fuel cell
2026-06-12 00:30:01,Pt Ru Fe Co Ni high entropy alloy oxygen reduction reaction fuel cell
2026-06-12 00:30:01,PtPdNiCoFe AOR fuel cell
2026-06-12 00:32:06,high entropy electrocatalyst ORR electrocatalyst fuel cell
2026-06-12 00:32:06,Pt-Pd-Ru-Rh-Ir HOR electrocatalyst fuel cell
2026-06-12 00:32:06,high-entropy nanoparticle AOR fuel cell
2026-06-12 00:32:06,medium-entropy alloy acidic oxygen reduction fuel cell
2026-06-12 00:32:06,high entropy intermetallic XC-72 supported formic acid oxidation reaction fuel cell
2026-06-12 00:32:06,Pd Ni high entropy alloys alkaline ORR fuel cell
2026-06-12 00:32:06,Ru based high entropy intermetallic fuel cell
2026-06-12 00:32:06,Rh W compositionally complex alloy EOR fuel cell
2026-06-12 00:35:27,high entropy alloys alkaline oxygen reduction catalyst fuel cell
2026-06-12 00:35:27,high entropy alloys ORR half wave potential fuel cell
2026-06-12 00:35:27,high-entropy alloy carbon supported ORR fuel cell
2026-06-12 00:35:27,high entropy alloys anion exchange membrane fuel cell
2026-06-12 00:35:27,Rh high entropy intermetallic mass activity fuel cell
2026-06-12 00:35:27,PtPdAuAgCu fuel cell ADT
2026-06-12 00:35:27,multicomponent alloy alkaline ORR electrocatalyst fuel cell
2026-06-12 00:35:27,Pt-Ni-Co-Fe-Cu fuel cell power density
2026-06-12 00:40:40,PtCoNiCuFe fuel cell ADT
2026-06-12 00:40:40,high entropy nanoparticle fuel cell cathode catalyst
2026-06-12 00:40:40,medium entropy alloy single cell performance acidic ORR fuel cell
2026-06-12 00:40:40,high entropy alloys AOR electrocatalyst fuel cell
2026-06-12 00:40:40,MPEA Pt based HOR fuel cell
2026-06-12 00:40:40,PtPdAuAgCu alkaline oxygen reduction electrocatalyst fuel cell
2026-06-12 00:40:40,PtPdNiCoFe carbon supported fuel oxidation reaction fuel cell
2026-06-12 00:40:40,PtPdNiCoFe carbon supported formic acid oxidation reaction fuel cell
2026-06-12 00:40:56,high entropy alloy FAOR catalyst fuel cell
2026-06-12 00:40:56,high entropy nanoparticle MEA catalyst
2026-06-12 00:40:56,PtIrRuRhPd ORR accelerated durability test fuel cell
2026-06-12 00:40:56,high entropy intermetallic fuel oxidation reaction catalyst fuel cell
2026-06-12 00:40:56,PtPdCoNiCu carbon supported ORR fuel cell
2026-06-12 00:40:56,high entropy electrocatalyst alcohol oxidation reaction fuel cell
2026-06-12 00:40:56,PtCoNiCuFe ORR ADT fuel cell
2026-06-12 00:40:56,PtFeCoNiMn acidic oxygen reduction fuel cell
2026-06-12 00:41:34,PtFeCoNiMn ORR durability fuel cell
2026-06-12 00:41:34,Ir based high entropy nanomaterial FAOR fuel cell
2026-06-12 00:41:34,PtCoNiCuFe AOR electrocatalyst fuel cell
2026-06-12 00:41:34,PtPdAuAgCu ORR single cell performance fuel cell
2026-06-12 00:41:34,compositionally complex alloy fuel cell stability
2026-06-12 00:41:34,medium-entropy alloy ORR accelerated stress test fuel cell
2026-06-12 00:41:34,Pd Ni MPEA ethanol oxidation reaction fuel cell
2026-06-12 00:41:34,high entropy intermetallic graphene supported ammonia oxidation reaction fuel cell
2026-06-12 00:48:36,compositionally complex alloy Pt based EOR fuel cell
2026-06-12 00:48:36,Ir Sn high entropy alloy ORR fuel cell
2026-06-12 00:48:36,PtPdRuNiCo ethanol oxidation reaction electrocatalyst fuel cell
2026-06-12 00:48:36,high entropy nanoparticle acidic ORR electrocatalyst fuel cell
2026-06-12 00:48:36,high-entropy alloy ORR power density fuel cell
2026-06-12 00:48:36,multicomponent alloy FAOR electrocatalyst fuel cell
2026-06-12 00:48:36,high entropy intermetallic direct ethanol fuel cell half wave potential
2026-06-12 00:48:36,high entropy nanoparticle ammonia fuel cell ammonia oxidation reaction
2026-06-12 00:53:21,PtIrRuRhPd ORR single cell performance fuel cell
2026-06-12 00:53:21,high entropy nanoparticle graphene supported AOR fuel cell
2026-06-12 00:53:21,Pt-Pd-Ru-Rh-Ir high entropy alloy alcohol oxidation reaction fuel cell
2026-06-12 00:53:21,IrRuRhPtPd ORR half wave potential fuel cell
2026-06-12 00:53:21,multimetallic alloy nanocrystal ammonia oxidation reaction fuel cell
2026-06-12 00:53:21,medium entropy alloy Pt based AOR fuel cell
2026-06-12 00:53:21,Ir Ru Rh Pt Pd fuel cell specific activity
2026-06-12 00:53:21,medium-entropy alloy power density oxygen reduction reaction fuel cell
2026-06-12 00:55:48,multimetallic alloy Vulcan supported ORR fuel cell
2026-06-12 00:55:48,multicomponent alloy fuel oxidation reaction electrocatalyst fuel cell
2026-06-12 00:55:48,high entropy nanoparticle nanoparticles fuel cell
2026-06-12 00:55:48,high-entropy alloy fuel-cell half-wave potential
2026-06-12 00:55:48,high entropy nanomaterial methanol oxidation reaction electrocatalyst fuel cell
2026-06-12 00:55:48,high entropy intermetallic carbon nanotube supported fuel cell
2026-06-12 00:55:48,PtIrRuRhPd fuel cell ADT
2026-06-12 00:55:48,multimetallic alloy fuel cell anode catalyst
2026-06-12 00:57:37,compositionally complex alloy DFAFC catalyst
2026-06-12 00:57:37,high entropy nanomaterial ORR power density fuel cell
2026-06-12 00:57:37,multi-principal element alloy carbon supported alkaline oxygen reduction fuel cell
2026-06-12 00:57:37,Pd MPEA mass activity fuel cell
2026-06-12 00:57:37,Pt-Pd-Ni-Co-Fe high entropy alloy FAOR fuel cell
2026-06-12 00:57:37,Pt Fe Co Ni Mn fuel cell electrochemically active surface area
2026-06-12 00:57:37,multimetallic alloy intermetallic fuel cell
2026-06-12 00:57:37,PtCoNiCuFe carbon supported alcohol oxidation reaction fuel cell
2026-06-12 01:01:08,IrRuRhPtPd ORR accelerated durability test fuel cell
2026-06-12 01:01:08,multi-principal element alloy Vulcan supported oxygen reduction reaction fuel cell
2026-06-12 01:01:08,Pt Fe Co Ni Mn high entropy alloy fuel oxidation reaction fuel cell
2026-06-12 01:01:08,MPEA FAOR electrocatalyst fuel cell
2026-06-12 01:01:08,high entropy electrocatalyst formic acid oxidation reaction catalyst fuel cell
2026-06-12 01:01:08,high entropy alloy durability MOR fuel cell
2026-06-12 01:01:08,Pt-Ni-Co-Fe-Cu acidic ORR electrocatalyst fuel cell
2026-06-12 01:01:08,Pt Co Ni Cu Fe carbon supported AOR fuel cell
2026-06-12 01:10:12,high entropy nanomaterial Pt based methanol oxidation reaction fuel cell
2026-06-12 01:10:12,medium entropy alloy Vulcan supported fuel cell
2026-06-12 01:10:12,high entropy electrocatalyst carbon supported HOR fuel cell
2026-06-12 01:10:12,multi principal element alloy ethanol oxidation reaction fuel cell
2026-06-12 01:10:12,high-entropy alloy alkaline fuel cell electrochemically active surface area
2026-06-12 01:10:12,Rh Cu MPEA methanol oxidation reaction fuel cell
2026-06-12 01:10:12,medium-entropy alloy ORR fuel cell performance
2026-06-12 01:10:12,Pt Co high entropy alloy ethanol oxidation reaction fuel cell
2026-06-12 01:10:43,multi principal element alloy EOR fuel cell
2026-06-12 01:10:43,high entropy nanomaterial Pt based alkaline oxygen reduction fuel cell
2026-06-12 01:10:43,Ir Ru Rh Pt Pd MOR electrocatalyst fuel cell
2026-06-12 01:10:43,high-entropy nanoparticle half-wave potential FAOR fuel cell
2026-06-12 01:10:43,Rh Co high entropy alloys FAOR fuel cell
2026-06-12 01:10:43,Pd Cr multi principal element alloy FAOR fuel cell
2026-06-12 01:10:43,multimetallic alloy Pt based formic acid oxidation reaction fuel cell
2026-06-12 01:10:43,multimetallic alloy Pt based oxygen reduction reaction fuel cell
2026-06-12 01:11:21,PtPdRuNiCo fuel cell single cell performance
2026-06-12 01:11:21,compositionally complex alloy cell voltage alkaline ORR fuel cell
2026-06-12 01:11:21,high entropy nanoparticle MEA performance fuel oxidation reaction
2026-06-12 01:11:21,high entropy electrocatalyst DFAFC fuel oxidation reaction
2026-06-12 01:11:21,PtPdRuNiCo fuel cell accelerated durability test
2026-06-12 01:11:21,high entropy nanoparticle ammonia fuel cell catalyst
2026-06-12 01:11:21,Pd Ru Rh Ir Pt ADT electrocatalyst fuel cell
2026-06-12 01:11:21,medium entropy alloy DMFC MOR
2026-06-12 01:15:14,PtPdRuRhIr ORR fuel cell performance
2026-06-12 01:15:14,MPEA acidic fuel cell ethanol oxidation reaction
2026-06-12 01:15:14,multi principal element alloy alloy catalyst ORR fuel cell
2026-06-12 01:15:14,PdRuRhIrPt hydrogen oxidation reaction fuel cell
2026-06-12 01:15:14,high entropy electrocatalyst direct ethanol fuel cell
2026-06-12 01:15:14,PtRuFeCoNi fuel cell ADT
2026-06-12 01:15:14,multi-principal element alloy fuel cell fuel cell performance
2026-06-12 01:15:14,high entropy alloy ORR MEA performance
2026-06-12 01:20:04,Ir Ni high entropy alloys formic acid oxidation reaction fuel cell
2026-06-12 01:20:04,high entropy intermetallic alkaline ORR electrocatalyst fuel cell
2026-06-12 01:20:04,multi-principal element alloy DEFC
2026-06-12 01:20:04,Pt Pd Ru Rh Ir high entropy alloy ethanol oxidation reaction fuel cell
2026-06-12 01:20:04,multi-principal element alloy accelerated durability test ethanol oxidation reaction fuel cell
2026-06-12 01:20:04,Pt Pd Ni Co Fe ORR mass activity fuel cell
2026-06-12 01:20:04,PtFeCoNiMn high entropy alloy ammonia oxidation reaction fuel cell
2026-06-12 01:20:04,Ru based high entropy intermetallic hydrogen oxidation reaction fuel cell
2026-06-12 01:23:54,high entropy electrocatalyst intermetallic ORR fuel cell
2026-06-12 01:23:54,multi principal element alloy alcohol oxidation reaction electrocatalyst fuel cell
2026-06-12 01:23:54,high entropy nanomaterial platinum based ethanol oxidation reaction fuel cell
2026-06-12 01:23:54,medium entropy alloy single phase methanol oxidation reaction fuel cell
2026-06-12 01:23:54,multicomponent alloy intermetallic ORR fuel cell
2026-06-12 01:23:54,high entropy nanoparticle single phase ORR fuel cell
2026-06-12 01:23:54,PtCoNiCuFe specific activity electrocatalyst fuel cell
2026-06-12 01:23:54,Pt Pd Co Ni Cu high entropy alloy EOR fuel cell
2026-06-12 01:25:21,Pt Ir Ru Rh Pd carbon supported formic acid oxidation reaction fuel cell
2026-06-12 01:25:21,PtIrRuRhPd ORR specific activity fuel cell
2026-06-12 01:25:21,high-entropy nanoparticle ORR MEA performance
2026-06-12 01:25:21,multi-principal element alloy intermetallic fuel cell
2026-06-12 01:25:21,high-entropy nanoparticle HOR catalyst fuel cell
2026-06-12 01:25:21,multicomponent alloy MEA alkaline ORR
2026-06-12 01:25:21,high entropy nanomaterial intermetallic ORR fuel cell
2026-06-12 01:25:21,high entropy nanoparticle platinum based ORR fuel cell
2026-06-12 01:27:24,Pt-Pd-Ru-Rh-Ir ORR fuel cell performance
2026-06-12 01:27:24,multi principal element alloy membrane electrode assembly accelerated durability test
2026-06-12 01:27:24,multi principal element alloy DFAFC
2026-06-12 01:27:24,Pd Co high-entropy nanoparticle fuel oxidation reaction fuel cell
2026-06-12 01:27:24,Ir Ru Rh Pt Pd high entropy alloy HOR fuel cell
2026-06-12 01:27:24,high entropy intermetallic direct formic acid fuel cell alkaline ORR
2026-06-12 01:27:24,high-entropy alloy acidic fuel cell
2026-06-12 01:27:24,Pt Pd Au Ag Cu acidic oxygen reduction fuel cell
2026-06-12 01:28:26,Pt Co Ni Cu Fe ADT electrocatalyst fuel cell
2026-06-12 01:28:26,Pt Pd Ni Co Fe high entropy alloy acidic ORR fuel cell
2026-06-12 01:28:26,Pt Pd Ru Ni Co AOR fuel cell
2026-06-12 01:28:26,PtIrRuRhPd alkaline oxygen reduction fuel cell
2026-06-12 01:28:26,Pt Ru Fe Co Ni ammonia oxidation reaction fuel cell
2026-06-12 01:28:26,high entropy nanomaterial direct formic acid fuel cell alkaline oxygen reduction
2026-06-12 01:28:26,MPEA intermetallic ORR fuel cell
2026-06-12 01:28:26,Pd Pt Ni Co Cu fuel cell durability
2026-06-12 01:29:40,high entropy alloy DFAFC single cell performance
2026-06-12 01:29:40,MPEA carbon supported ethanol oxidation reaction fuel cell
2026-06-12 01:29:40,high-entropy alloy fuel cell MEA performance
2026-06-12 01:29:40,multimetallic alloy CNT supported fuel cell
2026-06-12 01:29:40,multi principal element alloy alkaline oxygen reduction catalyst fuel cell
2026-06-12 01:29:40,MPEA DFAFC durability
2026-06-12 01:29:40,Ru based multicomponent alloy fuel cell
2026-06-12 01:29:40,high-entropy alloy ORR ECSA fuel cell
2026-06-12 01:32:38,Pt W high entropy electrocatalyst alkaline oxygen reduction fuel cell
2026-06-12 01:32:38,Rh compositionally complex alloy mass activity fuel cell
2026-06-12 01:32:38,Pt Pd Ru Ni Co methanol oxidation reaction electrocatalyst fuel cell
2026-06-12 01:32:38,Rh Fe high entropy nanoparticle acidic oxygen reduction fuel cell
2026-06-12 01:32:38,high entropy electrocatalyst FAOR electrocatalyst fuel cell
2026-06-12 01:32:38,high-entropy nanoparticle direct ethanol fuel cell formic acid oxidation reaction
2026-06-12 01:32:38,Pt-Pd-Ni-Co-Fe ORR mass activity fuel cell
2026-06-12 01:32:38,high entropy nanomaterial DMFC
2026-06-12 01:32:42,PtNiCoFeCu ORR ECSA fuel cell
2026-06-12 01:32:42,compositionally complex alloy carbon nanotube supported HOR fuel cell
2026-06-12 01:32:42,high entropy electrocatalyst MEA performance ORR
2026-06-12 01:32:42,high entropy alloys DEFC
2026-06-12 01:32:42,PtNiCoFeCu ORR electrochemically active surface area fuel cell
2026-06-12 01:32:42,multi principal element alloy formic acid oxidation reaction electrocatalyst fuel cell
2026-06-12 01:32:42,medium entropy alloy ADT acidic oxygen reduction fuel cell
2026-06-12 01:32:42,multi principal element alloy Pt based MOR fuel cell
2026-06-12 01:32:44,high entropy alloy carbon nanotube supported ORR fuel cell
2026-06-12 01:32:44,Pt Ru Fe Co Ni acidic ORR electrocatalyst fuel cell
2026-06-12 01:32:44,high-entropy nanoparticle direct formic acid fuel cell catalyst
2026-06-12 01:32:44,medium-entropy alloy Pt based ammonia oxidation reaction fuel cell
2026-06-12 01:32:44,Pt-Ni-Co-Fe-Cu ORR accelerated durability test fuel cell
2026-06-12 01:32:44,high entropy alloys nanoparticles ORR fuel cell
2026-06-12 01:32:44,multi-principal element alloy anion exchange membrane fuel cell
2026-06-12 01:32:44,Pt Ni Co Fe Cu ORR ADT fuel cell
2026-06-12 01:32:47,high entropy nanomaterial fuel cell half-wave potential
2026-06-12 01:32:47,IrRuRhPtPd fuel cell performance electrocatalyst
2026-06-12 01:32:47,PtPdCoNiCu half-wave potential electrocatalyst fuel cell
2026-06-12 01:32:47,Pt Pd Ni Co Fe alkaline ORR electrocatalyst fuel cell
2026-06-12 01:32:47,MPEA alkaline oxygen reduction fuel cell
2026-06-12 01:32:47,high entropy nanoparticle AEMFC HOR
2026-06-12 01:32:47,high-entropy nanoparticle Vulcan supported fuel cell
2026-06-12 01:32:47,PtCoNiCuFe carbon supported MOR fuel cell
2026-06-12 01:32:49,Pd based high entropy intermetallic methanol oxidation reaction fuel cell
2026-06-12 01:32:49,high-entropy alloy fuel cell accelerated stress test
2026-06-12 01:32:49,medium-entropy alloy acidic fuel cell specific activity
2026-06-12 01:32:49,PdRuRhIrPt alcohol oxidation reaction electrocatalyst fuel cell
2026-06-12 01:32:49,multimetallic alloy carbon nanotube supported methanol oxidation reaction fuel cell
2026-06-12 01:32:49,medium-entropy alloy intermetallic ethanol oxidation reaction fuel cell
2026-06-12 01:32:49,PtPdNiCoFe HOR electrocatalyst fuel cell
2026-06-12 01:32:49,Pt based compositionally complex alloy acidic oxygen reduction fuel cell
2026-06-12 01:32:52,high entropy alloy nanosheet alkaline ORR fuel cell
2026-06-12 01:32:52,high entropy electrocatalyst nanocrystal acidic oxygen reduction fuel cell
2026-06-12 01:32:52,Pt based multi-principal element alloy fuel oxidation reaction fuel cell
2026-06-12 01:32:52,multicomponent alloy MEA
2026-06-12 01:32:52,Ir based high entropy alloy MOR fuel cell
2026-06-12 01:32:52,high entropy alloy Pt based AOR fuel cell
2026-06-12 01:32:52,Pd high entropy alloy mass activity fuel cell
2026-06-12 01:32:52,MPEA platinum based alkaline oxygen reduction fuel cell
2026-06-12 01:32:54,high entropy alloy alkaline ORR electrocatalyst fuel cell
2026-06-12 01:32:54,high entropy alloys membrane electrode assembly
2026-06-12 01:32:54,Rh Ni high entropy nanoparticle HOR fuel cell
2026-06-12 01:32:54,compositionally complex alloy platinum based acidic oxygen reduction fuel cell
2026-06-12 01:32:54,PtPdRuNiCo high entropy alloy methanol oxidation reaction fuel cell
2026-06-12 01:32:54,multi-principal element alloy MOR catalyst fuel cell
2026-06-12 01:32:54,PdRuRhIrPt fuel cell performance electrocatalyst
2026-06-12 01:32:54,high-entropy nanoparticle CNT supported ammonia oxidation reaction fuel cell
2026-06-12 01:32:57,Ir multi principal element alloy mass activity fuel cell
2026-06-12 01:32:57,medium entropy alloy acidic fuel cell catalyst
2026-06-12 01:32:57,Rh medium-entropy alloy mass activity fuel cell
2026-06-12 01:32:57,Pt Fe Co Ni Mn fuel cell stability
2026-06-12 01:32:57,multi principal element alloy fuel cell accelerated stress test
2026-06-12 01:32:57,multicomponent alloy ORR ADT fuel cell
2026-06-12 01:32:57,high entropy nanoparticle DMFC alcohol oxidation reaction
2026-06-12 01:32:57,Pt Fe Co Ni Mn high entropy alloy AOR fuel cell
2026-06-12 01:32:59,multicomponent alloy proton exchange membrane fuel cell acidic ORR
2026-06-12 01:32:59,MPEA nanoparticles ORR fuel cell
2026-06-12 01:32:59,high entropy nanomaterial acidic ORR electrocatalyst fuel cell
2026-06-12 01:32:59,high entropy alloy alloy catalyst acidic ORR fuel cell
2026-06-12 01:32:59,IrRuRhPtPd ORR specific activity fuel cell
2026-06-12 01:32:59,Pd multi principal element alloy mass activity fuel cell
2026-06-12 01:32:59,high entropy alloy fuel cell cathode
2026-06-12 01:32:59,MPEA MOR electrocatalyst fuel cell
2026-06-12 01:33:02,PtIrRuRhPd EOR electrocatalyst fuel cell
2026-06-12 01:33:02,PtPdCoNiCu high entropy alloy formic acid oxidation reaction fuel cell
2026-06-12 01:33:02,multicomponent alloy fuel cell electrocatalyst catalyst
2026-06-12 01:33:02,high entropy nanoparticle single phase ammonia oxidation reaction fuel cell
2026-06-12 01:33:02,PdRuRhIrPt oxygen reduction reaction electrocatalyst fuel cell
2026-06-12 01:33:02,PtPdNiCoFe fuel oxidation reaction fuel cell
2026-06-12 01:33:02,Pd Ru Rh Ir Pt high entropy alloy formic acid oxidation reaction fuel cell
2026-06-12 01:33:02,high entropy alloys oxygen reduction reaction fuel cell
2026-06-12 01:33:04,high entropy nanomaterial Pt based MOR fuel cell
2026-06-12 01:33:04,PtFeCoNiMn methanol oxidation reaction electrocatalyst fuel cell
2026-06-12 01:33:04,Pt based medium-entropy alloy acidic ORR fuel cell
2026-06-12 01:33:04,multi principal element alloy fuel cell anode catalyst
2026-06-12 01:33:04,high entropy alloys ORR power density fuel cell
2026-06-12 01:33:04,compositionally complex alloy MOR fuel cell
2026-06-12 01:33:04,multi-principal element alloy power density alkaline oxygen reduction fuel cell
2026-06-12 01:33:04,Pt-Pd-Ni-Co-Fe ORR half wave potential fuel cell
2026-06-12 01:33:07,Pd Pt Ni Co Cu fuel cell specific activity
2026-06-12 01:33:07,high entropy alloy DMFC
2026-06-12 01:33:07,medium-entropy alloy alloy catalyst methanol oxidation reaction fuel cell
2026-06-12 01:33:07,high entropy nanoparticle Vulcan supported alkaline ORR fuel cell
2026-06-12 01:33:07,high-entropy alloy fuel cell electrocatalyst catalyst
2026-06-12 01:33:07,high-entropy nanoparticle fuel cell specific activity
2026-06-12 01:33:07,compositionally complex alloy acidic oxygen reduction electrocatalyst fuel cell
2026-06-12 01:33:07,high entropy alloys carbon supported ORR fuel cell
2026-06-12 01:33:09,medium-entropy alloy fuel cell electrode
2026-06-12 01:33:09,Ru Mn multimetallic alloy oxygen reduction fuel cell
2026-06-12 01:33:09,Pt Fe Co Ni Mn alkaline ORR fuel cell
2026-06-12 01:33:09,MPEA Pt based ethanol oxidation reaction fuel cell
2026-06-12 01:33:09,PtRuFeCoNi MOR electrocatalyst fuel cell
2026-06-12 01:33:09,multimetallic alloy FAOR electrocatalyst fuel cell
2026-06-12 01:33:09,Pt Pd Ni Co Fe ethanol oxidation reaction fuel cell
2026-06-12 01:33:09,multi-principal element alloy single phase fuel cell
2026-06-12 01:33:12,MPEA fuel cell anode FAOR
2026-06-12 01:33:12,high-entropy nanoparticle alloy catalyst formic acid oxidation reaction fuel cell
2026-06-12 01:33:12,Pt Co Ni Cu Fe FAOR electrocatalyst fuel cell
2026-06-12 01:33:12,multi-principal element alloy nanoparticles ORR fuel cell
2026-06-12 01:33:12,high entropy electrocatalyst platinum based alcohol oxidation reaction fuel cell
2026-06-12 01:33:12,PtCoNiCuFe high entropy alloy ethanol oxidation reaction fuel cell
2026-06-12 01:33:12,high-entropy alloy fuel cell specific activity
2026-06-12 01:33:12,medium entropy alloy AEMFC catalyst
2026-06-12 01:33:14,high entropy alloys AOR fuel cell
2026-06-12 01:33:14,Pt Co Ni Cu Fe high entropy alloy ORR fuel cell
2026-06-12 01:33:14,PtFeCoNiMn fuel cell MEA performance
2026-06-12 01:33:14,Ir W MPEA hydrogen oxidation reaction fuel cell
2026-06-12 01:33:14,Pt Co Ni Cu Fe ORR durability fuel cell
2026-06-12 01:33:14,Pt Pd Ru Rh Ir stability electrocatalyst fuel cell
2026-06-12 01:33:14,Pd high entropy alloys mass activity fuel cell
2026-06-12 01:33:14,high entropy electrocatalyst polymer electrolyte membrane fuel cell hydrogen oxidation reaction
2026-06-12 01:33:17,multicomponent alloy carbon supported ammonia oxidation reaction fuel cell
2026-06-12 01:33:17,MPEA methanol oxidation reaction catalyst fuel cell
2026-06-12 01:33:17,high entropy intermetallic ORR catalyst fuel cell
2026-06-12 01:33:17,multi-principal element alloy carbon nanotube supported formic acid oxidation reaction fuel cell
2026-06-12 01:33:17,high entropy intermetallic fuel cell single cell performance
2026-06-12 01:33:17,Pt Pd Ru Ni Co ethanol oxidation reaction electrocatalyst fuel cell
2026-06-12 01:33:17,PtIrRuRhPd fuel cell ECSA
2026-06-12 01:33:17,high entropy nanomaterial ORR single cell performance fuel cell
2026-06-12 01:33:19,MPEA alkaline oxygen reduction electrocatalyst fuel cell
2026-06-12 01:33:19,high entropy intermetallic EOR catalyst fuel cell
2026-06-12 01:33:19,multicomponent alloy fuel cell cell voltage
2026-06-12 01:33:19,PtFeCoNiMn half wave potential electrocatalyst fuel cell
2026-06-12 01:33:19,high entropy alloy platinum based methanol oxidation reaction fuel cell
2026-06-12 01:33:19,PtCoNiCuFe high entropy alloy formic acid oxidation reaction fuel cell
2026-06-12 01:33:19,medium-entropy alloy ORR half-wave potential fuel cell
2026-06-12 01:33:19,Pt Pd Co Ni Cu high entropy alloy fuel oxidation reaction fuel cell
2026-06-12 01:33:22,Pt-Ni-Co-Fe-Cu carbon supported acidic ORR fuel cell
2026-06-12 01:33:22,high entropy nanomaterial fuel cell cathode accelerated stress test
2026-06-12 01:33:22,PtFeCoNiMn fuel cell durability
